provider_id,user_id,email,username,password,name,last_name,phone_number,birth_date,gender,age,active,created_at
Spotify,41,kylemendoza@example.net,ccunningham,trtEJs2X&5,Derrick,Torres,9986983564,2008-07-21,M,16.0,False,2024-08-01 02:59:15
Spotify,42,dianelopez@example.com,johnsonderek,eAKlG8E^&1,Kerry,Rosario,+1-647-247-1957x833,2011-06-23,M,13.0,False,2024-04-26 12:08:40
Spotify,43,anthonypratt@example.org,xmcgee,94B&rGn0)l,Eric,Wagner,711-826-3085,1984-06-20,F,40.0,False,2024-10-07 09:20:24
Spotify,44,egordon@example.net,braytheodore,$8a+)PlT6o,Katelyn,Taylor,9473188051,1995-04-13,M,29.0,False,2024-01-31 01:21:33
Spotify,45,rodgerschris@example.com,hgarcia,Cdl+2LiqKw,Jackie,Hill,001-582-561-8724x975,1977-04-10,M,47.0,False,2024-10-30 09:45:01
Spotify,46,janetvazquez@example.net,sarah50,&6&2RxxPk6,Christian,Shaw,001-234-952-6401,1982-10-09,F,42.0,False,2024-02-07 08:11:16
Spotify,47,kcook@example.com,wilsonkristy,!bf3LT1s5_,Shawn,Jones,868-546-7525x55814,1981-06-13,M,43.0,False,2024-11-08 08:41:19
Spotify,48,ebates@example.com,romanpaige,+wwjH2NwBN,Jill,Torres,001-554-739-6583x255,1974-09-26,M,50.0,True,2024-09-24 02:24:08
Spotify,49,casey06@example.org,lrodriguez,3VMt+8zQ%h,Monica,Gray,641.262.5423x77537,1994-11-20,F,29.0,True,2024-01-23 10:18:20
Spotify,50,devin48@example.org,tthomas,T#z86UqqEB,Michael,Cruz,851.724.6712,2013-11-07,F,11.0,False,2024-10-14 09:07:09
Spotify,51,worr@example.com,mollynielsen,UV4LBF&hP+,Allison,Roberts,001-548-877-2779x1179,1975-02-01,M,49.0,False,2024-11-06 03:49:53
Spotify,52,hedwards@example.net,dianasmith,*9dlOHAGjl,Tiffany,Hill,745.826.2853x54503,1989-12-27,M,34.0,False,2024-09-14 16:09:12
Spotify,53,ylopez@example.org,rbrown,&MC$Ysja4L,Lindsay,Henderson,374-236-6788,1984-07-18,F,40.0,True,2024-03-02 12:57:25
Spotify,54,stevenstokes@example.org,joseph92,v4BvR*MF*8,Jerry,Alvarez,588.567.8663,2007-10-23,F,17.0,True,2024-05-11 16:58:50
Spotify,55,jeffrey07@example.org,joshua01,LR5Fv7c*$C,Maria,Gross,634.430.5095x54444,1994-10-27,M,30.0,True,2024-04-10 10:11:03
Spotify,56,lewisjoseph@example.org,leeemily,vc(3Aqj!(h,Aaron,Clark,965-268-7242,1973-12-13,F,50.0,False,2024-07-08 21:43:09
Spotify,57,michael33@example.net,brittneymaddox,3NML5gSX&3,Maria,Bowman,(258)929-4772x45005,1990-04-16,F,34.0,False,2024-05-28 07:09:16
Spotify,58,michaelnoble@example.org,owensmichael,_9eLrU@#lY,Sheena,Dean,3782064378,1986-02-19,F,38.0,True,2024-10-13 13:57:01
Spotify,59,vasquezedwin@example.com,vmartin,#$0Crtn!$J,Michael,Jones,494-404-1935x60468,1981-07-31,M,43.0,True,2024-01-12 06:51:18
Spotify,60,russell11@example.org,roger18,%1V)DgFtO2,Stephanie,Sherman,(771)562-4269x37272,2006-11-08,F,18.0,True,2024-10-24 13:29:55
Spotify,61,edwardhenry@example.org,aclark,$##!5gShzA,Chad,Parker,943-443-1293,1982-12-19,F,41.0,True,2024-06-11 08:16:01
Spotify,62,fhorton@example.com,mcgeecynthia,sdV!tgze*1,Alexis,Fleming,725.903.2276x2233,1981-01-24,F,43.0,True,2024-09-17 12:03:57
Spotify,63,smithroberto@example.com,jzavala,sR9C3XbK_S,Vanessa,Smith,280.214.2872,1988-12-15,M,35.0,False,2024-06-24 01:52:54
Spotify,64,nathan40@example.net,kellymorris,^I0b4AvocC,Jonathan,Ali,846-958-0490x3727,2011-11-07,F,13.0,False,2024-08-18 13:43:34
Spotify,65,matthewwalker@example.net,brian41,91aS5#Xs%!,Joseph,Edwards,(863)747-8176x036,2001-11-03,F,23.0,True,2024-11-05 09:39:27
Spotify,66,danielbaker@example.org,belljanice,sWn79Tge!N,Christine,Rodriguez,+1-252-946-7057x4568,2005-07-04,F,19.0,True,2024-11-06 11:13:48
Spotify,67,josephstrong@example.org,hannahwilson,+5Fe$n3W5k,Amanda,Harris,274-555-2167,1985-09-17,M,39.0,False,2024-10-30 10:46:30
Spotify,68,parksjames@example.com,samantha34,(yd9FBFfy),Becky,Simon,+1-324-728-7061x6618,1984-06-13,M,40.0,False,2024-08-04 08:17:37
Spotify,69,cfoster@example.org,angelajones,x!3cqLuHJc,Andrew,Chavez,994-497-5528x1170,1986-10-20,M,38.0,False,2024-05-28 22:12:30
Spotify,70,kimberlystevenson@example.org,burnettlori,$pGz(gIQm8,Kevin,Mendoza,5765672037,2008-10-26,F,16.0,True,2024-08-18 17:36:07
Spotify,71,simmonsstephen@example.net,kennethtownsend,#jQTOI$nh8,Cynthia,Davidson,918.865.3846x319,2011-02-02,F,13.0,True,2024-11-14 09:41:11
Spotify,72,robinsonjohn@example.com,jamesknox,wj5NRSi7%H,Benjamin,Koch,+1-697-978-0047x42222,1995-01-21,F,29.0,True,2024-05-12 07:31:51
Spotify,73,smartin@example.org,wendyandersen,*BFB6JTnDb,Alexander,Lane,986.963.1022,1984-09-15,M,40.0,False,2024-02-19 12:04:18
Spotify,74,courtney19@example.net,veronica12,#hJqHwFvZ6,Denise,Moore,920.368.3729x191,2011-09-04,F,13.0,False,2024-04-26 07:31:55
Spotify,75,jason86@example.net,kelsey35,jNwlAfe9)5,Ana,Alexander,629.712.3626x7124,2008-12-12,M,15.0,False,2024-03-04 01:28:28
Spotify,76,scottstephanie@example.net,alyssa40,%rJ6kI#xq!,Casey,Williams,501.328.1628x9725,1983-02-01,M,41.0,True,2024-10-28 08:34:05
Spotify,77,andersondana@example.net,dixonstephen,8$l664FsT$,Craig,Garcia,317-898-1871x85546,1979-08-14,F,45.0,True,2024-08-29 19:34:30
Spotify,78,charles15@example.org,mclaughlinheidi,9Q^H^Xgs#P,Denise,Medina,992.672.7019x1632,1987-08-02,F,37.0,False,2024-07-24 20:22:58
Spotify,79,perezmichael@example.net,jamesbuckley,&8Z2ptnV@e,Darlene,Valencia,+1-823-287-0034x195,1984-04-08,F,40.0,True,2024-10-19 07:50:57
Spotify,80,hannah35@example.org,amychavez,4d8Z9bQXf!,Joseph,Cross,(453)392-5459,1977-07-09,M,47.0,True,2024-02-08 05:50:43
Spotify,81,matthewterrell@example.net,manuel22,&1l$tBEnqK,Karl,Wilson,213-269-1843,1996-01-13,M,28.0,True,2024-07-10 15:40:29
Spotify,82,larsonbenjamin@example.com,mmacdonald,(9w5rTgsmX,Kimberly,Pruitt,755.773.4215x0505,1978-12-03,F,45.0,True,2024-05-01 15:50:41
Spotify,83,brandonwaters@example.com,jordanbush,*0!PRe+mD1,Jonathan,Smith,849.759.2025x284,1999-04-20,F,25.0,True,2024-02-28 11:27:42
Spotify,84,leachamy@example.net,catherine15,JYMGjcqD*7,Brian,Harris,(480)554-6921x310,1998-06-17,M,26.0,True,2024-08-07 08:19:03
Spotify,85,rblack@example.net,pwalker,(^wWetdJB0,Lori,Gilbert,7273407488,1978-04-13,M,46.0,True,2024-06-01 20:59:54
Spotify,86,mayohelen@example.org,frank36,$m68WpUcX6,Jeffery,Barton,(549)543-0513,2014-05-07,M,10.0,False,2024-10-05 20:56:39
Spotify,87,kim95@example.net,felicia98,ei5I_wn+(P,Lauren,Mendez,327-577-3403,2004-08-18,M,20.0,True,2024-08-20 11:53:01
Spotify,88,chambersnatasha@example.org,vgreen,)CoXC!oWr8,Michael,Cooper,637.358.1839,2001-03-25,F,23.0,False,2024-10-11 05:30:46
Spotify,89,dcooper@example.org,beardjulie,o5F_OpwK@+,John,Clay,468.516.7479,2001-11-04,M,23.0,False,2024-04-20 22:37:59
Spotify,90,barrettjames@example.com,luis25,B%Cs7WLcAM,Mark,Ayala,(940)379-3419,2007-07-04,M,17.0,False,2024-03-03 11:12:51
Spotify,91,melissa02@example.org,vroman,+YWW^@ptt7,Laura,Adams,001-885-536-4336x400,2009-11-25,F,14.0,False,2024-01-26 10:42:43
Spotify,92,psilva@example.com,lrobinson,WV8T+FTjt!,Adam,Davis,001-778-266-9933x0084,1978-04-25,F,46.0,False,2024-06-14 06:55:28
Spotify,93,linda39@example.net,anthony26,!F1NGNHiOM,Sarah,Garza,001-287-761-2667x107,1986-01-24,M,38.0,True,2024-08-18 07:48:24
Spotify,94,williamsjose@example.com,christopher77,$vmWAYUNH2,Joe,Edwards,714-981-7383x4379,1977-09-18,F,47.0,False,2024-11-08 22:34:47
Spotify,95,erinwillis@example.net,briandavis,&w5Dx9Lw4B,Barbara,Wade,(907)355-0664,1999-10-11,M,25.0,False,2024-05-06 04:01:51
Spotify,96,ustewart@example.org,danielle14,R139DJm2@_,Michael,Mejia,+1-810-505-7524x827,1980-06-10,M,44.0,False,2024-06-20 11:25:16
Spotify,97,millerbryan@example.org,sarahcrawford,u+$W6SvwH5,Scott,Adams,+1-735-462-6538x6251,2006-01-22,F,18.0,True,2024-10-18 14:16:51
Spotify,98,ericarellano@example.net,bakerjoseph,6uBcV*nc*3,Terry,Carpenter,385.878.6559,1979-06-30,M,45.0,True,2024-05-17 16:42:41
Spotify,99,rhernandez@example.org,caroline38,s$867NOel2,Michele,Soto,3402048363,1980-11-09,M,44.0,False,2024-01-25 07:15:57
Spotify,100,klong@example.com,sara43,1h6Vly+bt@,Jennifer,Wilson,(885)700-8821x832,1987-04-19,F,37.0,True,2024-04-10 02:11:13
Spotify,101,malikbrown@example.com,micheleday,#F4Z)zXkx7,Jessica,Daniels,001-217-545-6929x4855,2001-12-16,M,22.0,True,2024-11-02 00:36:09
Spotify,102,cassandramiles@example.org,george19,1ydYYyKb%5,Levi,Brown,+1-468-518-8466,1991-06-13,M,33.0,True,2024-08-27 02:28:28
Spotify,103,jamesholly@example.net,amanda21,+t#4K2zzpt,Sally,Taylor,648-235-0753x82212,1983-09-21,M,41.0,False,2024-08-29 11:26:17
Spotify,104,michellepaul@example.org,meganpace,e!C1_c)f(9,Richard,Moore,001-392-216-3383x627,2001-12-23,M,22.0,False,2024-04-12 09:00:53
Spotify,105,kristashepherd@example.com,susancraig,6uCVa2Jdc&,Terri,Gonzalez,968-312-7148x049,1983-01-07,M,41.0,False,2024-03-15 10:54:17
Spotify,106,rbeasley@example.org,johnclayton,OW(it0Vb+k,Amy,Carpenter,356.511.6906,1993-07-05,F,31.0,False,2024-06-27 09:07:10
Spotify,107,kharrell@example.org,murphyemily,6%6EdbT%Oa,Alicia,Coleman,+1-816-379-2630x087,1981-07-19,M,43.0,True,2024-10-16 04:27:14
Spotify,108,nwhite@example.org,ustevens,C5A4MvFz$),Robert,Oneill,494.765.5567,2005-01-16,M,19.0,True,2024-01-26 19:16:36
Spotify,109,slowe@example.net,zvaughn,#pO@!%Z#8Q,Jose,Goodwin,(623)673-5122x55875,1983-05-05,M,41.0,False,2024-05-15 10:29:05
Spotify,110,jodi52@example.org,kayla13,qfcsIDdQ#4,John,Moore,001-216-339-9453,1999-05-09,M,25.0,False,2024-01-16 21:17:05
Spotify,111,stephanietorres@example.net,michaelpeterson,C6Ms5Pu0!f,Melinda,Wilson,+1-571-464-2946x9056,1977-12-06,M,46.0,True,2024-07-25 00:43:30
Spotify,112,garrett98@example.com,edwardturner,h4RZ0Ztv_7,Jonathan,Morris,001-384-959-5525x4068,2006-04-22,F,18.0,False,2024-07-11 20:11:46
Spotify,113,jessicaberger@example.org,melody28,eavk5I^A0!,Justin,Best,001-376-342-2481,1981-03-28,M,43.0,True,2024-08-18 16:56:20
Spotify,114,angela14@example.com,eroberts,5ges1UkD(6,Christopher,Gill,3658722677,2013-03-17,F,11.0,False,2024-05-13 03:22:34
Spotify,115,mirandasamantha@example.net,rjordan,8uDPcO#!^U,Ann,Stafford,332-787-3220x1033,2010-12-03,F,13.0,False,2024-10-03 23:41:52
Spotify,116,villabrittany@example.org,danielle60,bfIpY^fm#2,Peter,Bean,841.726.9935,1976-09-23,F,48.0,True,2024-03-08 15:03:27
Spotify,117,iwallace@example.net,icooke,)1#Wpz!B&k,Laurie,Weber,890-699-2106x381,1980-10-16,M,44.0,True,2024-05-08 12:13:32
Spotify,118,gina73@example.com,rmurillo,lh8uTOhof@,Robert,Garza,(397)357-9316x86592,2004-05-08,F,20.0,True,2024-03-02 02:30:31
Spotify,119,angelatorres@example.com,michelemiller,%44*6SnsGu,Beverly,Burton,(291)903-5535x073,1974-08-16,F,50.0,True,2024-08-22 13:10:40
Spotify,120,michael93@example.net,osborndylan,jgxlMWbc(8,Matthew,Nelson,767.274.4556x21639,1981-04-21,M,43.0,False,2024-02-26 15:25:40
Spotify,121,aaron33@example.org,kellybrooks,g6wTkySyk*,Rachael,Moore,(490)706-1866x8571,1997-09-09,M,27.0,True,2024-04-21 11:34:23
Spotify,122,merrittjared@example.org,lukeschultz,43p&APo8&+,Scott,Kim,7819118881,1987-10-02,M,37.0,False,2024-05-15 19:59:16
Spotify,123,trogers@example.net,nbryant,*cmRem@sV5,Walter,Reeves,510.270.6702x92058,1978-05-10,F,46.0,False,2024-02-10 04:17:25
Spotify,124,marycox@example.com,william60,z$AG4D+yzO,Christina,Campbell,3648592744,1985-05-22,M,39.0,True,2024-06-10 02:31:29
Spotify,125,nancywhite@example.net,james05,&jBuIHa*m1,Michael,Harris,740.369.0416x38218,2002-11-11,M,22.0,False,2024-09-12 11:16:05
Spotify,126,michellenichols@example.net,ashleywright,nQ8nTHiU%#,Shawn,Robinson,994.639.3001,1980-12-25,F,43.0,True,2024-03-22 17:18:20
Spotify,127,valerie15@example.net,sarahross,Nlt3Db@+l&,Richard,Elliott,965.457.6847x83619,1978-02-14,F,46.0,True,2024-11-05 01:24:10
Spotify,128,hernandezandrew@example.org,jeremy81,@FE7k2ImMn,Cassidy,Miller,001-865-301-2972x058,1996-05-09,F,28.0,False,2024-04-29 19:03:26
Spotify,129,tracy23@example.com,gary76,8mKdr4Gk_8,Jennifer,Bernard,814-783-7931,2011-12-06,M,12.0,False,2024-01-12 19:48:43
Spotify,130,ashleycollin@example.net,jamesanderson,Xno!KMp9!0,Cameron,Vincent,891-904-3330,1978-01-21,F,46.0,True,2024-10-19 16:17:43
Spotify,131,iavila@example.net,kathyfrederick,Tq%u3gHpCd,Joshua,Daniels,697-995-4040x09324,1975-02-01,M,49.0,True,2024-02-06 04:18:37
Spotify,132,eclark@example.com,dawsonjim,0oA9dvm3@a,Madison,Barnes,(442)781-6382x7741,1979-05-05,M,45.0,True,2024-04-27 08:59:05
Spotify,133,shood@example.org,laurengilmore,p$uwJ97t&S,Mark,Lewis,411-799-2921,1974-06-04,F,50.0,False,2024-01-30 15:16:15
Spotify,134,castillosabrina@example.net,marymartinez,Y4&qABBg(r,Jamie,Anthony,896.334.0931x79021,1999-01-07,M,25.0,False,2024-01-27 16:25:03
Spotify,135,matthew30@example.net,tanya24,&#TkPLb2C7,Andrea,Underwood,631.691.8711x19672,1997-06-09,F,27.0,False,2024-03-10 01:34:20
Spotify,136,jake25@example.net,fharris,LgsigTiZ#4,Todd,Gonzales,(978)481-1665x1565,2008-04-29,M,16.0,True,2024-06-18 17:40:23
Spotify,137,brandi65@example.net,rodriguezerica,#ZokFPxeY3,Lisa,Johnson,001-761-937-5836x625,1988-09-09,M,36.0,False,2024-10-10 23:43:30
Spotify,138,pamelagonzalez@example.net,heathermaddox,!u0)NG@NR5,Lisa,Meyer,966.535.3100x7144,1999-07-22,M,25.0,False,2024-04-02 14:09:38
Spotify,139,stephaniearnold@example.com,thomas46,(rP01MlsP),Frank,Sanchez,(772)265-2409,1988-08-30,F,36.0,True,2024-01-06 07:12:54
Spotify,140,mmay@example.org,lsalazar,)n1Js9d+aT,Frances,Arias,001-848-282-4394,2005-05-08,M,19.0,True,2024-01-20 06:43:31
Spotify,141,daviddickerson@example.com,pjackson,@#vHI)OfH0,Philip,Harris,001-815-661-3147,1978-08-25,F,46.0,False,2024-01-10 20:20:28
Spotify,142,james92@example.org,harrismichelle,%o5%FQdaP5,James,Goodman,+1-292-428-8760,1997-04-29,F,27.0,False,2024-05-14 21:14:05
Spotify,143,carlhicks@example.org,qkirby,C6V&ESa3%k,David,Garcia,001-732-238-2651x019,1996-04-22,F,28.0,True,2024-03-12 09:50:14
Spotify,144,courtneyjames@example.org,johnmoore,p#1lAkwg!5,Shirley,Wilson,442.218.3930x3868,1998-05-06,M,26.0,True,2024-03-16 01:41:18
Spotify,145,dawn56@example.org,garciajennifer,L5lYQ#bt#H,Loretta,Stein,001-984-278-1800,1983-02-22,F,41.0,False,2024-01-19 13:46:17
Spotify,146,petersjill@example.org,brownjenna,t7MOmsZi&9,Timothy,Burns,825-286-7752,1987-04-18,F,37.0,True,2024-06-08 17:03:58
Spotify,147,parkeramber@example.net,cooperjared,$VSu74jwE5,Patricia,Melendez,514-363-0181,1979-01-07,M,45.0,True,2024-10-08 03:03:23
Spotify,148,hunterchristine@example.com,qstevens,1KiFz*r%(%,Alexandra,Macdonald,3585500757,2013-09-15,F,11.0,False,2024-04-25 07:57:01
Spotify,149,miguelbaker@example.com,susancastro,l&Q9Jates3,Brittany,Hayes,537.303.4936,1991-03-30,M,33.0,True,2024-05-26 05:21:09
Spotify,150,zmitchell@example.net,garciajustin,exvV&Slo_9,Edward,Nelson,636.581.5387x4078,2013-01-20,M,11.0,True,2024-07-10 22:38:58
Spotify,151,vincent29@example.com,lorifarmer,8qQ!j!#f_),Brandy,Gross,576-544-0924x103,2013-05-24,F,11.0,False,2024-04-22 07:42:27
Spotify,152,miguel30@example.net,gbutler,(53PN_EB4z,Craig,Morgan,236.514.6783,1984-10-01,M,40.0,True,2024-01-27 15:40:32
Spotify,153,chadortega@example.com,zsmith,Q4%1Rdi7!$,Stacey,Barajas,+1-633-554-2912x99820,1995-05-21,F,29.0,False,2024-08-05 16:50:52
Spotify,154,carlsoncurtis@example.org,xholt,^1TdHHWb#O,Carolyn,Brown,667-736-9387x719,2010-10-11,F,14.0,True,2024-02-06 22:52:24
Spotify,155,james25@example.net,radams,U06GHLrp)n,Tyler,Davis,001-243-623-9395,1984-12-17,F,39.0,True,2024-10-29 17:37:04
Spotify,156,susan79@example.com,karen70,&(5LH$fSt%,Jason,Green,675-658-7847x7913,1978-10-22,F,46.0,False,2024-02-06 20:48:22
Spotify,157,steelemichael@example.net,andersondavid,!8!87RzQVF,Joyce,Mccoy,235-972-7610x35684,2006-03-08,F,18.0,False,2024-03-11 03:19:48
Spotify,158,wilsonvincent@example.net,yschaefer,HCT2py_v)2,Christopher,Smith,(439)752-9870x284,2010-09-09,M,14.0,True,2024-11-14 16:11:31
Spotify,159,javier63@example.com,tabitha53,zv+Q%6Dn80,Alexander,Nelson,(863)899-8902,2002-03-19,M,22.0,False,2024-08-26 07:18:35
Spotify,160,gregoryjames@example.com,harold91,R%*1huHtel,Jennifer,Hickman,853-774-7026x5156,1989-05-03,M,35.0,True,2024-09-21 13:59:09
Spotify,161,dvelez@example.com,dominique28,x81)OCiv#e,Gina,Buck,425.608.1470x62352,2000-12-22,F,23.0,False,2024-10-20 20:40:10
Spotify,162,jose18@example.com,bwade,O*W3(+fg1X,Randall,Miller,001-592-706-7892x791,1977-11-02,F,47.0,False,2024-01-18 07:27:14
Spotify,163,hernandezcharles@example.com,olsonlarry,rp7ZB9RyV*,Pamela,Mejia,3579962594,2003-03-04,F,21.0,True,2024-06-12 06:17:26
Spotify,164,charles34@example.net,johnstonjustin,&4n)HQ1e+q,Marc,Clark,320.973.4702x3005,2001-11-24,F,22.0,True,2024-06-27 22:57:13
Spotify,165,wlarson@example.com,james83,(0DJ1uR$ga,Daniel,Lee,+1-359-433-4675x52575,1978-09-21,F,46.0,True,2024-04-18 02:30:36
Spotify,166,timothy07@example.org,floresian,V_h8ZUMpMv,Barbara,Moore,296-686-0007x52001,2006-03-15,F,18.0,False,2024-06-30 02:47:33
Spotify,167,johnsonkimberly@example.net,miranda44,e*x9HOb7IU,Michael,Taylor,001-616-599-3694,1984-06-16,M,40.0,False,2024-06-27 07:42:19
Spotify,168,dburnett@example.org,walkerjennifer,8rE8WcdT)T,Joyce,Bishop,(809)201-2589x9514,1995-11-23,F,28.0,False,2024-04-21 16:29:40
Spotify,169,iwilliams@example.com,michelle09,^z4pz2Jr53,Christina,Hardin,001-410-636-0837x2107,1996-05-11,F,28.0,True,2024-01-01 01:31:54
Spotify,170,jonesjames@example.com,yoderstephanie,$2bNBwEs2k,Mark,Leonard,001-207-756-3844x7617,2010-12-07,M,13.0,False,2024-10-26 03:15:54
Spotify,171,zamoraapril@example.org,uhernandez,rBb97SWg@P,Robert,Forbes,7533347702,1981-10-09,M,43.0,False,2024-01-08 14:12:46
Spotify,172,jasmine70@example.org,todd25,Kiw8So3lA+,Jonathan,Nguyen,+1-762-663-3095,1992-09-19,M,32.0,True,2024-03-14 17:40:17
Spotify,173,tracey28@example.net,anthonymoore,&K3CFc^PA$,Frederick,Jones,950-383-5596x9177,1997-11-20,M,26.0,True,2024-10-24 21:49:32
Spotify,174,ylawson@example.net,raymond65,^5i)54RdKo,Krista,Shelton,001-607-376-0853,1981-08-25,F,43.0,True,2024-10-28 05:21:46
